domain units: Hz
measurement data type: std::complex<double>
segment length (sec): 4
sampling rate (Hz): 1024
domain bounds (Hz): [0, 512.25)
support bounds (Hz): [0, 512.25)support indexes: [0, 2049)
---------------
domainValue measuredValue
0 (9.565581580213151e-27,0)
0.25 (7.660656655785168e-27,-4.752385424190388e-28)
0.5 (2.777501091679459e-27,-9.062330898096357e-28)
0.75 (-2.940401093601289e-27,-1.212221869251571e-27)
1 (-6.947377401953449e-27,-1.273219869485513e-27)
1.25 (-7.38817975272678e-27,-9.748700240023278e-28)
1.5 (-3.918383146376657e-27,-2.846128226635272e-28)
1.75 (2.097588732389317e-27,6.813651034267705e-28)
2 (8.110875079096631e-27,1.645880795298337e-27)
2.25 (1.143817470475937e-26,2.239226260174405e-27)
2.5 (1.041578480756356e-26,2.137210652693748e-27)
2.75 (5.176803357371326e-27,1.218907649060948e-27)
3 (-2.293729989329756e-27,-3.270845598297493e-28)
3.25 (-8.887877588982248e-27,-2.009902323720323e-27)
3.5 (-1.162811192232226e-26,-3.179022641016401e-27)
3.75 (-8.952737400911148e-27,-3.266503908988358e-27)
4 (-1.497606683326565e-27,-2.041764830946233e-27)
4.25 (7.988646552472319e-27,2.294212853571361e-28)
4.5 (1.562606815463583e-26,2.80711887477063e-27)
4.75 (1.79440977947417e-26,4.702323791681494e-27)
5 (1.338761702640356e-26,5.043696278767e-27)
5.25 (3.160530574059986e-27,3.455073938514134e-27)
5.5 (-9.001984966946062e-27,2.881036539293532e-28)
5.75 (-1.81382026597944e-26,-3.408891748732786e-27)
6 (-2.000692319340574e-26,-6.213051499999843e-27)
6.25 (-1.293880114884444e-26,-6.851234202353783e-27)
6.5 (1.179114705301315e-27,-4.741429783681183e-27)
6.75 (1.7281178439182e-26,-3.32521062473635e-28)
7 (2.885611998576126e-26,4.925653910079407e-27)
7.25 (3.047686846166715e-26,9.023704613685686e-27)
7.5 (2.018438467828755e-26,1.012634713484507e-26)
7.75 (7.353221168291982e-28,7.343682097193469e-27)
8 (-2.093197030410976e-26,1.2335773114387e-27)
8.25 (-3.601573897331644e-26,-6.207339646500693e-27)
8.5 (-3.723641499869535e-26,-1.213616894408743e-26)
8.75 (-2.205232500123132e-26,-1.388808811573076e-26)
9 (5.622729901355183e-27,-1.008539532457127e-26)
9.25 (3.610157021833312e-26,-1.398267254583789e-27)
9.5 (5.706545809386473e-26,9.402078573675059e-27)
9.75 (5.824707467255606e-26,1.822985137724389e-26)
10 (3.598686894183899e-26,2.112878967722681e-26)
10.25 (-4.199444431434595e-27,1.590150656706048e-26)
10.5 (-4.83901370208791e-26,3.302279764313698e-27)
10.75 (-7.858732188430417e-26,-1.275683627031222e-26)
11 (-7.94459330824404e-26,-2.623729712001418e-26)
11.25 (-4.509339582760282e-26,-3.10464964101104e-26)
11.5 (1.669437623807519e-26,-2.350987286670526e-26)
11.75 (8.511939473814971e-26,-4.330139774661936e-27)
12 (1.3242941007383e-25,2.084220242202248e-26)
12.25 (1.340276127197074e-25,4.271967663463315e-26)
12.5 (7.935927193042674e-26,5.141870967094252e-26)
12.75 (-2.063834298557393e-26,4.03734490329051e-26)
13 (-1.332391611866707e-25,9.753728423982635e-27)
13.25 (-2.124729877986696e-25,-3.206985622790791e-26)
13.5 (-2.151070345672932e-25,-7.002189091807617e-26)
13.75 (-1.194449827041957e-25,-8.686389173642115e-26)
14 (5.984562916991993e-26,-6.971612052861274e-26)
14.25 (2.677760347212509e-25,-1.649210183178382e-26)
14.5 (4.204133757570143e-25,6.027930438060466e-26)
14.75 (4.313947828976248e-25,1.344040017920219e-25)
15 (2.476391793218262e-25,1.726694038034386e-25)
15.25 (-1.167573930315464e-25,1.462509493438721e-25)
15.5 (-5.619932874641262e-25,4.395831266999536e-26)
15.75 (-9.11538294370978e-25,-1.170595873849506e-25)
16 (-9.549834714351308e-25,-2.878713027750851e-25)
16.25 (-5.218870696238171e-25,-3.951670107674658e-25)
16.5 (4.268468052900524e-25,-3.605325186322575e-25)
16.75 (1.712523285093375e-24,-1.291215664960482e-25)
17 (2.884059860474791e-24,2.982981209380476e-25)
17.25 (3.219895385478214e-24,8.385184482481803e-25)
17.5 (1.801519001542994e-24,1.313529064074737e-24)
17.75 (-2.341730955951336e-24,1.460062156045642e-24)
18 (-1.003513874990203e-23,9.64298438069022e-25)
18.25 (-2.174344390177603e-23,-4.808468892706909e-25)
18.5 (-3.738353774378994e-23,-3.104636389508107e-24)
18.75 (-5.621136822610655e-23,-6.987403618909471e-24)
19 (-7.681930570957591e-23,-1.200558702860206e-23)
19.25 (-9.726045727761213e-23,-1.780788696605333e-23)
19.5 (-1.152907581790509e-22,-2.383266891328341e-23)
19.75 (-1.286936514850735e-22,-2.936896975289558e-23)
20 (5.959655536952954e-22,-1.645043832664518e-22)
20.25 (1.043639889584664e-22,1.55769338298882e-22)
20.5 (4.894946625423935e-22,1.837888163143128e-22)
20.75 (-2.775771803994024e-22,1.271875584814755e-22)
21 (-4.974929967564737e-22,-5.843355443305513e-24)
21.25 (6.860258605539736e-22,-1.084587147308607e-22)
21.5 (-3.095090224753167e-22,-3.518347355385666e-23)
21.75 (-2.267277136765021e-22,-4.55294266985153e-23)
22 (-8.664020519987588e-23,-7.350297035441762e-23)
22.25 (1.01154403757298e-22,1.857435980590632e-22)
22.5 (-2.390860071314392e-23,-2.160241098994883e-23)
22.75 (-1.648750169288159e-22,-1.42614101280196e-22)
23 (4.264222281889828e-24,-5.676127394468676e-23)
23.25 (9.007519483634014e-23,-2.674371393050898e-24)
