totalLogLikelihoodDensity totalLogPriorDensity H1NoiseLogPriorDensity L1NoiseLogPriorDensity gwLogPriorDensity gwExtrinsicLogPriorDensityTracker gwCbcLogPriorDensityTracker
225.5374516630189 43.53117344156263 0 0 43.53117344156263 53.90996022600553 -10.3787867844429
318.0240383008922 44.09521409535402 0 0 44.09521409535402 54.47400087979692 -10.3787867844429
319.4741247303139 44.09251861030369 0 0 44.09251861030369 54.47130539474658 -10.3787867844429
319.4741247303139 44.09251861030369 0 0 44.09251861030369 54.47130539474658 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
319.587729184326 44.08578256143302 0 0 44.08578256143302 54.46456934587592 -10.3787867844429
