# largeMassMsun smallMassMsun chirpMassMsun totalMassMsun massRatio largeBodyDimensionlessSpin smallBodyDimensionlessSpin largeBodyCosineTilt smallBodyCosineTilt largeBodyAzimuthalAngleRad smallBodyAzimuthalAngleRad effectiveSpin effectivePrecessingSpin largeBodyTidalDeformability smallBodyTidalDeformability lambdaTilde deltaLambdaTilde H1Amplitude H1CoalescenceTimeSec H1TotalPhaseRad L1Amplitude L1CoalescenceTimeSec L1TotalPhaseRad
87.99641125864891 63.06694740705013 64.67377859542873 151.063358665699 0.716699084712406 0.7640312317279769 0.4264848365770247 1 1 0 0 0.6231100914961186 0 0 0 0 -0  2.606836507411438e-10 2.0087890625 3.900260087602272 2.556692151533581e-10 2.013671875 0.9365276205923484
53.15432656099346 22.46460318060054 29.54583837563386 75.618929741594 0.4226298146176847 0.05875460886507317 0.01843115863910785 -1 1 0 0 -0.03582453508464825 0 0 0 0 -0  7.42451103909389e-10 2.01953125 6.278934854641489 9.163340194064714e-10 2.0244140625 3.348013354925468
53.11842951483698 22.48495834098022 29.55113301420695 75.6033878558172 0.4232986281098492 0.05688323328087114 0.01737810034998974 -1 1 0 0 -0.03479741093359835 0 0 0 0 -0  7.424602259947796e-10 2.01953125 0.03992737913298511 9.170709312695995e-10 2.0244140625 3.391151569807624
53.09927680275255 22.5472130401596 29.59041993732883 75.64648984291215 0.4246237312028853 0.05621368590510881 0.02092224296539656 -1 1 0 0 -0.03322253026913002 0 0 0 0 -0  7.409897263714326e-10 2.01953125 0.1009471478984864 9.158736208304474e-10 2.0244140625 3.450834273634375
53.09927680275255 22.5472130401596 29.59041993732883 75.64648984291215 0.4246237312028853 0.05621368590510881 0.02092224296539656 -1 1 0 0 -0.03322253026913002 0 0 0 0 -0  7.409897263714326e-10 2.01953125 0.1009471478984864 9.158736208304474e-10 2.0244140625 3.450834273634375
53.1215968950094 22.52801391227887 29.58251387936731 75.64961080728827 0.4240838986223191 0.05514205760530639 0.02144279127231609 -1 1 0 0 -0.032335535237598 0 0 0 0 -0  7.41638424319778e-10 2.01953125 0.1120811782755319 9.168503755352374e-10 2.0244140625 3.461706165639024
53.1215968950094 22.52801391227887 29.58251387936731 75.64961080728827 0.4240838986223191 0.05514205760530639 0.02144279127231609 -1 1 0 0 -0.032335535237598 0 0 0 0 -0  7.41638424319778e-10 2.01953125 0.1120811782755319 9.168503755352374e-10 2.0244140625 3.461706165639024
53.1215968950094 22.52801391227887 29.58251387936731 75.64961080728827 0.4240838986223191 0.05514205760530639 0.02144279127231609 -1 1 0 0 -0.032335535237598 0 0 0 0 -0  7.41638424319778e-10 2.01953125 0.1120811782755319 9.168503755352374e-10 2.0244140625 3.461706165639024
53.1215968950094 22.52801391227887 29.58251387936731 75.64961080728827 0.4240838986223191 0.05514205760530639 0.02144279127231609 -1 1 0 0 -0.032335535237598 0 0 0 0 -0  7.41638424319778e-10 2.01953125 0.1120811782755319 9.168503755352374e-10 2.0244140625 3.461706165639024
53.1215968950094 22.52801391227887 29.58251387936731 75.64961080728827 0.4240838986223191 0.05514205760530639 0.02144279127231609 -1 1 0 0 -0.032335535237598 0 0 0 0 -0  7.41638424319778e-10 2.01953125 0.1120811782755319 9.168503755352374e-10 2.0244140625 3.461706165639024
53.1215968950094 22.52801391227887 29.58251387936731 75.64961080728827 0.4240838986223191 0.05514205760530639 0.02144279127231609 -1 1 0 0 -0.032335535237598 0 0 0 0 -0  7.41638424319778e-10 2.01953125 0.1120811782755319 9.168503755352374e-10 2.0244140625 3.461706165639024
53.1215968950094 22.52801391227887 29.58251387936731 75.64961080728827 0.4240838986223191 0.05514205760530639 0.02144279127231609 -1 1 0 0 -0.032335535237598 0 0 0 0 -0  7.41638424319778e-10 2.01953125 0.1120811782755319 9.168503755352374e-10 2.0244140625 3.461706165639024
53.1215968950094 22.52801391227887 29.58251387936731 75.64961080728827 0.4240838986223191 0.05514205760530639 0.02144279127231609 -1 1 0 0 -0.032335535237598 0 0 0 0 -0  7.41638424319778e-10 2.01953125 0.1120811782755319 9.168503755352374e-10 2.0244140625 3.461706165639024
53.1215968950094 22.52801391227887 29.58251387936731 75.64961080728827 0.4240838986223191 0.05514205760530639 0.02144279127231609 -1 1 0 0 -0.032335535237598 0 0 0 0 -0  7.41638424319778e-10 2.01953125 0.1120811782755319 9.168503755352374e-10 2.0244140625 3.461706165639024
53.1215968950094 22.52801391227887 29.58251387936731 75.64961080728827 0.4240838986223191 0.05514205760530639 0.02144279127231609 -1 1 0 0 -0.032335535237598 0 0 0 0 -0  7.41638424319778e-10 2.01953125 0.1120811782755319 9.168503755352374e-10 2.0244140625 3.461706165639024
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
53.28205728025481 22.63308544806401 29.69813426110174 75.91514272831881 0.4247787454793219 0.09978367396940585 0.002716621633391154 -1 1 0 0 -0.06922458041501112 0 0 0 0 -0  7.393624493105709e-10 2.0205078125 0.2640995252608671 9.025983312194235e-10 2.025390625 3.627648391019727
