# largeMassMsun smallMassMsun chirpMassMsun totalMassMsun massRatio largeBodyDimensionlessSpin smallBodyDimensionlessSpin largeBodyCosineTilt smallBodyCosineTilt largeBodyAzimuthalAngleRad smallBodyAzimuthalAngleRad effectiveSpin effectivePrecessingSpin largeBodyTidalDeformability smallBodyTidalDeformability lambdaTilde deltaLambdaTilde H1Amplitude H1CoalescenceTimeSec H1TotalPhaseRad L1Amplitude L1CoalescenceTimeSec L1TotalPhaseRad
87.99641125864891 63.06694740705013 64.67377859542873 151.063358665699 0.716699084712406 0.7640312317279769 0.4264848365770247 1 1 0 0 0.6231100914961186 0 0 0 0 -0  1.712899765427907e-10 2.009765625 5.246603292525229 1.39376699953884e-10 2.01171875 2.398428131914485
93.80665211216474 64.4100128395427 67.43133660746 158.2166649517075 0.6866252167546451 0.1842402234270598 0.2564945761679575 -1 -1 0 0 -0.2136549743268754 0 0 0 0 -0  2.263121642998778e-10 2.0029296875 1.594698038681877 2.372794614589933e-10 2.0068359375 5.803579171103354
93.76163978273543 64.43524783584343 67.42945219274246 158.1968876185788 0.6872239861115148 0.1819246144478838 0.2578004092087085 -1 -1 0 0 -0.2128296196837842 0 0 0 0 -0  2.26376174017498e-10 2.0029296875 1.601844657568771 2.373768447078703e-10 2.0068359375 5.810529716596014
93.73735149829092 64.51272986650788 67.46306533930961 158.2500813647988 0.6882286392280256 0.1810985312293128 0.2534102176962348 -1 -1 0 0 -0.2105773425828332 0 0 0 0 -0  2.26392035422612e-10 2.0029296875 1.631663497016838 2.374582501940759e-10 2.0068359375 5.839340813862252
93.73735149829092 64.51272986650788 67.46306533930961 158.2500813647988 0.6882286392280256 0.1810985312293128 0.2534102176962348 -1 -1 0 0 -0.2105773425828332 0 0 0 0 -0  2.26392035422612e-10 2.0029296875 1.631663497016838 2.374582501940759e-10 2.0068359375 5.839340813862252
93.76536349549737 64.48887497277913 67.45983509523251 158.2542384682765 0.6877686233880584 0.1797694694944131 0.2527557078460737 -1 -1 0 0 -0.2095114874356085 0 0 0 0 -0  2.265004008891022e-10 2.0029296875 1.643013110128048 2.376007929217942e-10 2.0068359375 5.850272769975092
93.76536349549737 64.48887497277913 67.45983509523251 158.2542384682765 0.6877686233880584 0.1797694694944131 0.2527557078460737 -1 -1 0 0 -0.2095114874356085 0 0 0 0 -0  2.265004008891022e-10 2.0029296875 1.643013110128048 2.376007929217942e-10 2.0068359375 5.850272769975092
93.76536349549737 64.48887497277913 67.45983509523251 158.2542384682765 0.6877686233880584 0.1797694694944131 0.2527557078460737 -1 -1 0 0 -0.2095114874356085 0 0 0 0 -0  2.265004008891022e-10 2.0029296875 1.643013110128048 2.376007929217942e-10 2.0068359375 5.850272769975092
93.76536349549737 64.48887497277913 67.45983509523251 158.2542384682765 0.6877686233880584 0.1797694694944131 0.2527557078460737 -1 -1 0 0 -0.2095114874356085 0 0 0 0 -0  2.265004008891022e-10 2.0029296875 1.643013110128048 2.376007929217942e-10 2.0068359375 5.850272769975092
93.76536349549737 64.48887497277913 67.45983509523251 158.2542384682765 0.6877686233880584 0.1797694694944131 0.2527557078460737 -1 -1 0 0 -0.2095114874356085 0 0 0 0 -0  2.265004008891022e-10 2.0029296875 1.643013110128048 2.376007929217942e-10 2.0068359375 5.850272769975092
