totalLogLikelihoodDensity totalLogPriorDensity H1NoiseLogPriorDensity L1NoiseLogPriorDensity gwLogPriorDensity gwExtrinsicLogPriorDensityTracker gwCbcLogPriorDensityTracker
119.742377694958 43.37556684639347 0 0 43.37556684639347 53.75435363083637 -10.3787867844429
119.742377694958 43.37556684639347 0 0 43.37556684639347 53.75435363083637 -10.3787867844429
119.742377694958 43.37556684639347 0 0 43.37556684639347 53.75435363083637 -10.3787867844429
119.742377694958 43.37556684639347 0 0 43.37556684639347 53.75435363083637 -10.3787867844429
119.742377694958 43.37556684639347 0 0 43.37556684639347 53.75435363083637 -10.3787867844429
119.742377694958 43.37556684639347 0 0 43.37556684639347 53.75435363083637 -10.3787867844429
119.742377694958 43.37556684639347 0 0 43.37556684639347 53.75435363083637 -10.3787867844429
119.742377694958 43.37556684639347 0 0 43.37556684639347 53.75435363083637 -10.3787867844429
119.742377694958 43.37556684639347 0 0 43.37556684639347 53.75435363083637 -10.3787867844429
133.7637429105918 43.39385859433135 0 0 43.39385859433135 53.77264537877424 -10.3787867844429
133.7637429105918 43.39385859433135 0 0 43.39385859433135 53.77264537877424 -10.3787867844429
133.7637429105918 43.39385859433135 0 0 43.39385859433135 53.77264537877424 -10.3787867844429
133.7637429105918 43.39385859433135 0 0 43.39385859433135 53.77264537877424 -10.3787867844429
133.7637429105918 43.39385859433135 0 0 43.39385859433135 53.77264537877424 -10.3787867844429
133.7637429105918 43.39385859433135 0 0 43.39385859433135 53.77264537877424 -10.3787867844429
133.7637429105918 43.39385859433135 0 0 43.39385859433135 53.77264537877424 -10.3787867844429
133.7637429105918 43.39385859433135 0 0 43.39385859433135 53.77264537877424 -10.3787867844429
133.7637429105918 43.39385859433135 0 0 43.39385859433135 53.77264537877424 -10.3787867844429
133.7637429105918 43.39385859433135 0 0 43.39385859433135 53.77264537877424 -10.3787867844429
133.7637429105918 43.39385859433135 0 0 43.39385859433135 53.77264537877424 -10.3787867844429
133.7637429105918 43.39385859433135 0 0 43.39385859433135 53.77264537877424 -10.3787867844429
133.7637429105918 43.39385859433135 0 0 43.39385859433135 53.77264537877424 -10.3787867844429
