domain units: sec
measurement data type: double
segment length (sec): 4
sampling rate (Hz): 1024
domain bounds (sec): [0, 4)
support bounds (sec): [0, 4)support indexes: [0, 4096)
---------------
domainValue measuredValue
0 -4.70197740328915e-38
0.0009765625 2.778116141420993e-27
0.001953125 8.851543850039743e-27
0.0029296875 2.118390810234617e-26
0.00390625 7.93158193770729e-26
0.0048828125 5.100737027300836e-26
0.005859375 1.203140441751782e-25
0.0068359375 1.25764942369803e-25
0.0078125 -6.542550441959469e-26
0.0087890625 7.619746825405234e-26
0.009765625 -2.939930014394297e-27
0.0107421875 -3.630710328826793e-25
0.01171875 -4.83571385059761e-25
0.0126953125 -4.68293662340394e-25
0.013671875 -7.975064074265537e-25
0.0146484375 -7.809648141578617e-25
0.015625 -9.60340647534399e-25
0.0166015625 1.3278562345607e-25
0.017578125 6.504678230309447e-26
0.0185546875 -1.487078390828969e-24
0.01953125 6.919771619475563e-25
0.0205078125 -1.542157456262226e-24
0.021484375 -1.344031410620384e-24
0.0224609375 6.761503554930117e-25
0.0234375 -2.908311913397495e-24
0.0244140625 -2.100161925372119e-24
0.025390625 -2.123603061292281e-24
0.0263671875 7.315558250903372e-26
0.02734375 3.327812294178681e-25
0.0283203125 -1.137062636433812e-24
0.029296875 1.388042202298037e-24
0.0302734375 4.715170613667645e-25
0.03125 -8.542284790139261e-25
0.0322265625 -1.293750651134403e-24
0.033203125 1.736469776679859e-24
0.0341796875 1.003143771758711e-24
0.03515625 4.888087156962146e-25
0.0361328125 4.965359317042275e-25
0.037109375 -9.153235216526894e-25
0.0380859375 1.892875621830025e-24
0.0390625 2.702597936496297e-24
0.0400390625 1.660832149886238e-25
0.041015625 -3.454592511038168e-24
0.0419921875 2.942203095820393e-24
0.04296875 -7.683783303153794e-25
0.0439453125 -2.656749423010163e-24
0.044921875 6.238422272620548e-24
0.0458984375 1.586585380314202e-24
0.046875 2.557237360569739e-24
0.0478515625 2.471518776669348e-24
0.048828125 1.300526566901122e-24
0.0498046875 2.811871712348783e-24
0.05078125 3.887145759193043e-24
0.0517578125 3.930879387506616e-24
0.052734375 5.212747466450672e-24
0.0537109375 6.149644345770806e-24
0.0546875 1.100525895130839e-23
0.0556640625 2.070227853560684e-23
0.056640625 2.554454234127668e-24
0.0576171875 4.25941502374902e-24
0.05859375 1.374763681579764e-23
0.0595703125 6.105435778841003e-25
0.060546875 -7.917205626733055e-24
0.0615234375 -1.041440798621768e-23
0.0625 7.028944955701678e-24
0.0634765625 3.901810012658643e-24
0.064453125 -3.53639485311501e-24
0.0654296875 -6.505958542150905e-24
0.06640625 -5.442090397753957e-24
0.0673828125 2.198524507350017e-24
0.068359375 -5.656184971038222e-24
0.0693359375 -7.314702005180114e-24
0.0703125 -2.193445067709155e-23
0.0712890625 -9.972835539882993e-24
0.072265625 -2.139068890019795e-24
0.0732421875 -2.787397580088362e-23
