domain units: sec
measurement data type: double
segment length (sec): 4
sampling rate (Hz): 1024
domain bounds (sec): [0, 4)
support bounds (sec): [0, 4)support indexes: [0, 4096)
---------------
domainValue measuredValue
0 -0.006657948579109822
0.0009765625 -0.07658003895136138
0.001953125 0.05601094872827215
0.0029296875 0.04313159726489217
0.00390625 -0.08674223967953253
0.0048828125 0.01997848274780175
0.005859375 0.09482183580969247
0.0068359375 -0.06523856287895888
0.0078125 -0.03587227673056283
0.0087890625 0.1235501461320924
0.009765625 -0.006565890600996814
0.0107421875 -0.09043908632145416
0.01171875 0.1072755771351044
0.0126953125 0.08246498419641679
0.013671875 -0.1064156398437242
0.0146484375 0.04283899243004233
0.015625 0.1592113845102534
0.0166015625 -0.06989781415955737
0.017578125 -0.05192805359292352
0.0185546875 0.1822399317101183
0.01953125 0.01989552411813008
0.0205078125 -0.1281382375156586
0.021484375 0.1357115355970391
0.0224609375 0.1228230102358269
0.0234375 -0.1657307285508844
0.0244140625 -0.01396873654432986
0.025390625 0.179776691638043
0.0263671875 -0.1034055363039091
0.02734375 -0.1568466378831
0.0283203125 0.1884024919110014
0.029296875 0.03097574049465477
0.0302734375 -0.250251422558563
0.03125 0.07077108765381619
0.0322265625 0.1463605626148147
0.033203125 -0.2380197486150167
0.0341796875 -0.1130413550617776
0.03515625 0.2028854544464889
0.0361328125 -0.1113381009509804
0.037109375 -0.2732722216607613
0.0380859375 0.1436003419721733
0.0390625 0.06002126507301773
0.0400390625 -0.3354158510170315
0.041015625 0.02170496940332966
0.0419921875 0.2668164184305779
0.04296875 -0.1917060004566513
0.0439453125 -0.1773148012055815
0.044921875 0.2679486412135225
0.0458984375 0.03759189248807326
0.046875 -0.3213286949313953
0.0478515625 0.1632878963299821
0.048828125 0.2254160205273923
0.0498046875 -0.2892961904189944
0.05078125 0.0561804246087827
0.0517578125 0.3619051428157921
0.052734375 -0.122736192419697
0.0537109375 -0.2642670205598583
0.0546875 0.3195188712788213
0.0556640625 0.18094133884007
0.056640625 -0.3232193135692319
0.0576171875 0.1130351594455127
0.05859375 0.2600402031839796
0.0595703125 -0.1580890091796766
0.060546875 -0.1713917416749033
0.0615234375 0.3217299161633919
0.0625 0.08845934488048907
0.0634765625 -0.3375671624307323
0.064453125 0.2931665529444464
0.0654296875 0.1502266922901147
0.06640625 -0.3682441847060051
0.0673828125 0.02464870789163967
0.068359375 0.2891846614734498
0.0693359375 -0.1217351987564907
0.0703125 -0.2737750127727542
0.0712890625 0.3033339973248202
0.072265625 0.1770505967571004
0.0732421875 -0.3419186602548878
0.07421875 0.0262173452597494
0.0751953125 0.2895050590056039
0.076171875 -0.3109194677033114
0.0771484375 -0.1796796224588898
0.078125 0.4232944245943737
0.0791015625 -0.08970616800052678
0.080078125 -0.3192177132171289
0.0810546875 0.1964461500662697
0.08203125 0.06539516850441209
0.0830078125 -0.3587799002766682
0.083984375 0.08252197587662227
0.0849609375 0.2902146988447278
0.0859375 -0.2951221169038696
0.0869140625 -0.1648894099874519
0.087890625 0.489600431314049
0.0888671875 0.03711588771768878
0.08984375 -0.5990808534707865
0.0908203125 0.2136110335197539
0.091796875 0.07339858368057134
0.0927734375 -0.5204753431320815
0.09375 0.1823497449200173
0.0947265625 0.4641427200924155
0.095703125 -0.01487724166237216
0.0966796875 -0.48248022999581
0.09765625 0.2074350867904399
0.0986328125 0.172959133074453
0.099609375 -0.619429147318409
0.1005859375 -0.0820286242625831
0.1015625 0.2576161094535112
0.1025390625 -0.09885514412156611
0.103515625 -0.1104453947169161
0.1044921875 0.6140827182044125
0.10546875 0.1373287811609673
0.1064453125 -0.3826578390203229
0.107421875 0.4762564540252239
0.1083984375 0.2390284783021541
0.109375 -0.4363846342085501
0.1103515625 -0.07667169793215078
0.111328125 0.6492859091635679
0.1123046875 -0.03357342687689063
0.11328125 -0.5428614064763629
0.1142578125 0.489136894151501
