# rightAscensionRad sineDeclination polarizationAngleRad cosineInclination distanceMpc phaseRad
4.572491833381939 -0.02646841431577451 1.789127299447287 0.2659188577314224 565.299705673579 1.58440381800839
5.894885948951126 0.6499892656077783 2.716125259540041 -0.3597339608260511 8266.311715925482 4.759301944339866
5.703315929125559 0.8874396418032118 0.6064442692906953 0.4720801936555886 7672.046715765264 4.792141013341544
0.2610911408791585 0.9149813050529507 1.556027164422445 -0.700933415931698 2641.826068870758 1.831526451600544
0.3414006358863154 0.9506586801748486 1.626772710276159 -0.8600296729819064 3051.673155115838 2.059234740012584
5.045698268302934 -0.1950371186355597 1.440127407697513 0.9534831714476202 3621.503132902066 4.902110963665471
5.109824246064623 -0.1331798284854669 1.413052642591275 0.8985972392687283 2859.309024069581 4.794714534950653
3.540996476648563 -0.804296887598514 0.6678921579625958 0.4355706409787865 1871.571698624488 4.592243235303617
5.157898124410131 0.02746559154208692 1.293466002571822 0.8956646370837843 2220.729251010538 5.01460213841214
5.045935174368864 0.3666272251822887 1.297647703266932 -0.6153278235928811 2632.171283475944 0.5725290089498365
5.186926603603352 0.1706537280537438 1.164521210258614 0.9282469135709247 3050.959646136952 5.320671147352823
5.092437232022048 0.01357547964524783 1.257808862376566 0.8899990151643219 3028.6863814149 5.302886887259508
5.029487735474401 0.003867849419146065 1.325484418866085 0.9492511317855891 2419.10213706882 5.430288524834264
5.041739749987239 0.02390215009142663 1.290821589101617 0.9592563930467661 2397.076291042038 5.522880570413578
5.053436755781926 -0.001928964543944346 1.410117894611244 0.9389397819919553 2698.531294041852 5.310916429390075
5.533960670363112 0.7899686251887691 2.075380469202589 -0.8826329426220541 3547.514922400825 4.364410811439395
5.030607599919472 -0.03590378677575518 1.445992537749119 0.9413583864034631 2554.476604866494 5.380016404203648
4.835640355721798 0.09276523919765997 2.669058945646612 -0.9470637063950926 2207.225843683884 1.288183258481562
5.086943837318023 0.06989355880151904 1.337938930003518 0.7906798977342471 2315.113236139898 5.46135742074864
5.177950448518816 0.3242240688415006 1.180688326204726 0.7503785949763208 2689.335796855049 5.921434378328735
4.789179769657468 -0.06524992584100502 2.613469988312818 -0.907508710060861 1796.488292822863 1.055210220281877
5.211229140591711 0.4856055786833766 2.895237625672355 0.8814432130726075 3179.661981793849 2.80885780681236
4.892136161569205 0.06175593932168064 2.876691646170241 -0.9348024752168143 2230.831496134692 1.451312563627612
5.250785859895467 0.5103110996407794 2.966848708756904 0.8475372249735322 3298.487628413108 2.73995141217101
2.983507547097276 -0.6898528852106098 2.33521754242823 -0.01078232115269596 1170.66983911909 0.535356541291463
5.126350444154724 0.1980197905390791 2.91862404345227 0.8311452357351626 2654.508810852391 2.590861073949477
5.023445038251245 0.3254089959215081 2.993117617949101 -0.888509093140554 2532.874335751687 1.872649688145914
5.157387285078749 0.2823035701215708 2.928122768136874 0.8246696949981862 2724.642324144396 2.66264166829841
5.135972464842053 0.5017545783919657 2.991523223567376 -0.9157691794644275 2997.770820245703 1.750923646092497
5.252071642753853 0.541496478517469 3.083755586948775 0.5769851354479822 2410.019500861618 2.859533029314515
5.216757316413911 0.6333857402064641 2.962460581438779 -0.9422953489139126 3227.743426118862 1.640427419275648
5.250112722901619 0.4860977507837253 2.823797699989481 0.8322303017170349 3132.465382791609 3.43006782911051
2.680396880189832 -0.5183627271713548 2.680657921912525 -0.1937227451489971 704.1538550851317 0.1497655356555093
5.207760120859648 0.3929861555820537 0.667704968083335 0.9158680493228035 3234.99495722768 1.464771026624821
5.277785857851166 0.5547177566078353 3.068025129426348 -0.8525445964360444 2761.483179034254 1.509275568011041
5.154290082334572 0.2637630580361798 0.5740313724926115 0.9008004343536099 3016.00922992081 1.561072849809679
5.231809411503249 0.595002884163701 3.00862241407896 -0.9076187039176935 3125.186019911991 1.538700625054173
5.115925375120191 0.1691211487224001 0.5633518259727642 0.7989246633072693 2457.865978895425 1.575999362114698
4.942014420493951 0.1432011514133701 2.818041254453944 -0.8158542045170997 2357.179972777344 1.256062451357525
2.915857264528798 -0.6632423045222978 2.696091703947916 0.123155116221934 1317.880909946225 6.102100519006533
2.969718589581598 -0.6900000093155526 2.74484005887894 0.2778164694660516 1605.522974393102 5.928879623960161
4.416906776173248 -0.3965443730028086 1.136574789365723 -0.9240047835663568 1884.153921899213 4.343218497789121
4.347769314682665 -0.4829335533667278 1.358220433493882 -0.923713997274114 1610.14392005654 4.600371667334458
2.838384673758 -0.6881061156082209 3.122115490082253 0.1367646477273516 1308.363418237993 5.133934544606002
4.199534963522374 -0.6022981889264383 2.979344208565152 -0.8399449278713683 1660.893745855914 1.422224208513233
4.445561608601095 -0.4051628215443801 3.076764676548608 -0.9291453279478021 1632.506655124421 1.648209574632121
2.952859209672809 -0.7031866765437778 3.125380057775092 0.08231248065327718 1449.112427756047 5.119591843537629
5.134052518278819 0.2945969294911575 0.0008799860568370977 0.670570277111932 2505.472674103287 2.952905254271726
5.505579963771964 0.7667391015071345 2.618401633909825 -0.9519638025542212 4093.385989230201 5.824210572523277
4.385762329207916 -0.4278760100172742 2.403982011505966 -0.723485099178755 1285.683302074846 0.5421538782460656
2.863043615196301 -0.6671971873483471 2.886272013427122 0.2607930496278517 1606.336488105082 5.688652074094414
2.892530409223601 -0.6813289200072304 1.345490371813641 0.3117155222591124 1717.958936068962 2.445457895702145
2.875191086881701 -0.6823736125607761 1.363291272250393 0.2535612248918092 1733.185269790635 2.308651481964146
5.14716413613437 0.3526578616706672 2.191779877255737 0.7625716497939069 3063.631605953389 5.290040812382481
2.925582412351993 -0.6756863938054796 2.977116497024249 0.2703594771993592 1677.118691860788 5.457683264709629
3.855755176377031 -0.6791548144740612 1.425232595824928 -0.7469293799955339 1908.632761618743 4.203751791553632
2.977797134581222 -0.6995443608129795 2.995812167851846 0.08510383721257445 1424.163942208948 5.369678221952751
5.344901585224671 0.6399718659790347 2.788570653336566 -0.5824293299195106 2067.946156781165 6.185382884501193
3.975679237363975 -0.6979141680566709 1.432198849115303 -0.9632961587450174 1689.331449488473 4.126334855615751
2.990436371915082 -0.6665146746650128 2.848867716440414 -0.2703034394734549 1192.273798999417 5.510848367399261
5.650118454900732 0.8782434903388706 2.993460897925172 0.3568265730745642 2005.943520696373 5.459945963766687
4.047798180559848 -0.6257523873932277 1.521304092373815 -0.9075198480217478 1364.123248806439 4.286332126491206
