injected_SNR residual_SNR_maxL residual_SNR_rd residual_SNR_med
50.0 5.89807444386928 2.259994709171593 2.290767369375237
5.0 7.721940484249042 4.999999999999977 4.999999999999977
30.0 7.074782700227107 2.4853626934289452 3.1310863702170844
40.0 6.135117555361818 3.8982017257422967 3.233261296352807
50.0 6.977169918278399 3.001570483288521 3.0548840297320594
5.0 7.573126167868243 4.999999999999999 4.999999999999999
30.0 8.08224715735908 5.042076562482137 3.311953620520925
40.0 6.796452980957652 3.639053291401686 3.313840808489877
50.0 8.284365170851917 3.6522098973371593 3.0441392523968878
5.0 6.556335201080796 5.000000000000011 5.000000000000011
30.0 6.660956463750463 2.371624373955344 2.278237167696159
40.0 7.42005671513022 4.408127672590293 2.2914947040635645
50.0 7.010864430183693 2.5901126748020644 2.202739782725271
5.0 7.321384353155259 4.999999999999998 4.999999999999998
30.0 6.9770946681153525 2.65425715093437 3.1975625814840933
40.0 6.868809546289477 2.3157989087185413 3.1519396036270293
50.0 8.462208125389624 4.748962462304705 2.9678090713039347
5.0 8.742100859047033 5.0000000000000195 5.0000000000000195
30.0 9.396093615009534 2.2545717434830306 1.7226857150456099
40.0 6.65468855798758 1.9120797734629313 1.8579277834705035
50.0 5.711353611680069 3.934560377757331 1.837979326707966
5.0 5.946365711851422 5.000000000000009 5.000000000000009
30.0 6.91368549629285 3.4553292730692298 3.2227483847983023
40.0 6.876149916679747 3.4405360349330762 3.2277033379073803
50.0 4.949874936141673 4.676813504930202 3.0988522060648145
5.0 8.450719804762976 5.384989292667052 5.000000000000007
30.0 6.879632984744737 5.415884802962559 2.803084029896323
40.0 7.607115717501836 3.443131729076541 2.856577716691826
50.0 5.623524977500378 3.8195761425290127 3.0486963940640917
