injected_SNR residual_SNR_maxL residual_SNR_rd residual_SNR_med
5.0 7.951782120526608 4.999999999999777 4.999999999999777
10.0 9.260041786668296 6.716167146784798 5.6006660693379
20.0 10.100418010417362 9.31406837145208 6.243350425885852
30.0 8.165656502863115 9.357275153704354 7.173695845582822
40.0 9.864102267243549 6.830247965305997 5.864425498991968
50.0 8.217332076420973 7.491486038259325 5.461574788988831
10.0 7.635702980325062 6.33619527797052 4.4674867046979845
20.0 8.317812232492372 5.338012976657142 4.354621932608127
30.0 9.181393711740474 7.248326718727643 5.701570538642204
40.0 8.745044654779324 8.946837480894782 7.119862337377283
50.0 6.381721418347991 4.930450994624865 3.995976262695842
5.0 5.313317780547076 5.0000000000000195 5.0000000000000195
10.0 6.774128793303919 7.223306681382865 4.41567936976175
20.0 7.959827764045801 7.891197129293603 7.60776638681262
30.0 10.430774309082699 9.720291329523405 7.403122099319222
40.0 9.42158332710724 9.707728504448832 9.302480127962003
50.0 9.86147198616509 8.43193253267713 7.582325322837549
5.0 4.610632125549221 5.115946766392831 5.000000000000167
10.0 6.261728238848033 4.234804511985706 2.1053900142076505
20.0 8.10000545307563 3.0177456469348085 2.9199739182137163
30.0 6.827095831067201 5.158094770564119 3.83236056904949
40.0 7.954662362345356 6.303016412811598 4.830913350952749
50.0 8.429000759601571 6.184960566616972 5.816811365378255
5.0 9.217838283975262 5.000000000000162 5.000000000000162
10.0 9.73590230646487 8.930458444738816 5.359052011413503
20.0 11.345099722661743 9.350319547285084 9.074317126365337
30.0 14.603411158884994 11.765021245438577 10.75282086375081
40.0 12.866368187401008 12.053704830179187 10.230483402374318
50.0 11.669341813736702 10.11775563907342 9.41137162407186
5.0 7.1248396158118075 5.000000000000044 5.000000000000044
10.0 8.897722555811272 5.558062971178032 5.664930549252759
20.0 8.878198921647575 6.817329215397019 4.156495034150064
30.0 7.8292357233010375 7.785793915342467 4.19015022862455
40.0 5.998045980994803 4.408402742174819 4.513911766649006
50.0 9.059113581307624 4.3898738396226005 4.471331280483981
5.0 8.03845966771129 4.779550803398196 3.209184910334376
10.0 9.057936457382473 5.7847414087600155 6.044598504840527
20.0 11.872272528563256 10.32928921186434 10.799930387837373
30.0 10.760912350788404 10.16971847583017 7.664862481885066
40.0 11.828052125380783 9.967101638536914 8.332702920380422
50.0 9.27313450465681 11.806973838902389 9.399064437573259
5.0 6.032571494846731 4.999999999999827 4.999999999999827
10.0 8.038559170037304 2.8142901302492525 1.1701065764532665
20.0 7.213468785677555 2.703167204559975 0.99233381690141
30.0 6.449637283002995 2.515156800975262 1.288693185603365
40.0 5.919123206534169 2.9059649884037757 1.257530538036328
50.0 6.4183802515976875 3.2041064018280188 1.0862231969860767
5.0 6.367010494648645 4.999999999999854 4.999999999999854
10.0 8.59546405478426 5.058144811873885 4.95102058055795
20.0 8.875131192365139 8.358743610235198 6.5926198020328135
30.0 9.65420808519442 7.941274252933559 5.007696338796292
40.0 10.820002680657074 6.241496283856243 5.221622367462656
50.0 7.967114280188148 7.376194587665586 6.001326591805714
5.0 8.040489527908637 5.000000000000076 5.000000000000076
10.0 6.075720539431521 3.998174950443795 2.6346151569239473
