injected_SNR residual_SNR_maxL residual_SNR_rd residual_SNR_med
5.0 7.601084760335219 4.9999999999998375 4.9999999999998375
10.0 5.877843057800151 5.49818664539286 4.778814926392864
20.0 5.63115783931994 4.161659501065869 3.169141427576917
30.0 6.668487961225502 5.240875509387362 3.2573500737650765
40.0 8.521629516263621 4.338919325777062 3.407877689676637
50.0 8.14963547768411 8.006662074585158 3.3109255060349123
5.0 6.544282006179635 2.82619227856167 0.6029287852381275
10.0 7.375316302418815 2.8069926156704392 1.2606406263787358
20.0 7.565714550380032 1.1867266737619409 1.5857653763976345
30.0 7.094478577489141 2.6062788097757283 1.8150111693818403
40.0 5.565183732286965 1.9675125405382394 1.719000182376682
50.0 7.828289864478236 2.2046864266290433 1.6698542980887117
5.0 5.88699541490583 5.000000000000023 5.000000000000023
10.0 7.335340245290213 5.618813075999328 3.9468739649642792
20.0 6.3618497946311665 7.569025719174097 6.669185123817259
30.0 9.222062835887272 5.333367621304368 5.083119778305363
40.0 5.777049071721362 6.402585405787879 5.861283278280062
50.0 6.605260229941349 6.882609795437312 3.840646687306395
5.0 7.603203721174824 5.000000000000185 5.000000000000185
10.0 6.656626038089415 1.8395341980362072 1.9846821483380443
20.0 5.815673126277118 3.469395425147948 2.198583276938973
30.0 6.378947151601438 3.361427025529969 2.8228664500812783
40.0 5.945661017504015 3.9343900122731683 3.3639116989173905
50.0 6.871633438838122 4.277580427872168 4.007106307768864
5.0 7.558810286232549 5.000000000000076 5.000000000000076
10.0 6.513609844954989 5.610497483418719 5.011560838076857
20.0 6.87917369297425 4.0197445349607195 2.5804547886277516
30.0 6.5663108782810875 4.466796295349408 2.855774914950477
40.0 6.002261105541145 4.7965591320079595 3.259522217187864
50.0 6.739031189590849 4.65815382147427 3.74140520203829
5.0 6.657107686539444 5.000000000000044 5.000000000000044
10.0 8.16905171350458 5.798589640380295 5.798009059723171
20.0 8.411087028976869 4.465382733584057 4.157157589678729
30.0 8.524995927261367 7.01793578615805 4.37506389169378
40.0 5.850888071913944 6.823517622798253 4.323485156845539
50.0 7.636023232735374 5.931738319041893 4.457940614131705
5.0 6.955760394587924 5.000000000000017 5.000000000000017
10.0 8.814489072716105 6.248979051602409 4.469746650437114
20.0 8.765953804156366 4.536078853057866 5.293709192306037
30.0 6.74851540730354 6.164764908606422 6.278098856367664
40.0 6.051848672428525 7.7110496182398345 4.64368093346941
50.0 6.712123912686414 7.025759283186025 4.528602557970428
5.0 8.244718717588718 4.999999999999847 4.999999999999847
10.0 7.169082169738491 4.879252444006068 3.810691374094877
20.0 9.247516947484254 3.315364038097576 2.2423597788197682
30.0 5.788538743309612 4.331802583654443 2.0490903307628474
40.0 7.271557014415616 4.848952253039925 2.262686673920054
50.0 7.716991618197754 4.2315294636477585 2.1887760663875806
5.0 8.14532163264669 5.000000000000201 5.000000000000201
10.0 9.049296626595476 5.054330009300087 4.912867355232713
20.0 8.725271084820125 6.671641614645324 5.851758967142639
30.0 6.622525399827961 6.993338659063564 3.82395286217842
40.0 7.103028774061933 5.016786472768062 3.8423047970198634
50.0 6.848698697159329 5.842105767618247 3.515874347172117
5.0 6.5748178094171825 5.789159380851575 1.8930935709482437
10.0 6.232423823459331 3.7041230251998 3.233926254991625
20.0 4.431628029485159 7.24656838466292 6.017988613566151
30.0 8.11862321432529 5.966082181412886 3.4983128068831024
40.0 8.76718355481158 3.9484568326129206 3.695723267869403
50.0 7.770918686433781 4.763401781500866 3.7390833653736335
5.0 8.233380064245416 5.000000000000007 5.000000000000007
10.0 8.434831276116237 6.740815008474426 4.321893067702516
20.0 8.202692673534889 9.364882271419534 6.385875119505518
30.0 8.45317835162017 5.765701153043177 4.0589032015364275
40.0 5.651973475612621 6.66379262928664 4.012088278465122
50.0 7.29021216445932 6.123410777311538 4.030637216528897
5.0 5.454949831419419 2.8167583966966583 2.7493715906791465
10.0 7.296984618123986 3.2548594837400526 1.7145722136987793
20.0 5.542942237943528 2.643950594550375 2.0865983659249965
30.0 5.080175452301447 2.8391954990657235 2.3104037148444396
40.0 6.183923462910695 3.7079658075594994 2.6486337966149485
50.0 6.638805278539619 2.3736468967637516 2.6917546388316964
5.0 7.528888670657858 5.000000000000144 5.000000000000144
10.0 8.487482630877736 5.600189336236708 5.5569266240675885
20.0 9.555195319603854 6.029032451308043 5.221487753124751
30.0 8.58945475501111 7.227962425835434 6.677087845700065
40.0 9.180842479340967 7.0191651502010926 5.157971666597105
50.0 7.27558265151778 5.291063780917761 5.036859481680017
5.0 6.898851835641184 5.0000000000000835 5.0000000000000835
10.0 7.375383037548414 6.510108950541215 5.761408088032014
20.0 6.9511064686390664 5.183885019227585 3.9641555080819004
30.0 6.897313698726757 6.834342290624326 4.314628469648069
40.0 8.622395777272367 5.427677041552155 4.723511051962568
50.0 7.626465332579904 6.27445378526358 4.765695113198703
5.0 7.705590781681286 5.00000000000055 5.00000000000055
10.0 8.179466162283216 4.442386374702256 3.3840293237335506
20.0 6.363911798225249 5.099765304188513 5.007565494373709
30.0 6.607275998057413 4.511094217077956 3.446704780817967
40.0 8.64752914805186 6.545241163206966 3.651716850722767
50.0 8.81126167336873 5.791854224051207 3.913929567375537
5.0 6.095638756659723 5.0000000000002505 5.0000000000002505
10.0 5.279536552781054 6.158420140664346 4.955400082160403
20.0 7.1948229215429045 4.288672196816258 2.3856269718815737
