injected_SNR residual_SNR_maxL residual_SNR_rd residual_SNR_med
10.0 7.766434089084186 4.428432715582919 3.8346023244478076
20.0 8.516932220966025 2.9974264082910476 3.534258416371988
10.0 8.867660941949891 4.034576367506544 3.616754333808321
20.0 6.697595289472441 4.408151865600872 3.047853800128082
10.0 6.181073747404207 2.0446341545541316 1.5594695269543883
20.0 6.727190091205236 5.143554301886341 1.5565569246320397
10.0 7.623662483208962 4.365986142560294 3.2533761498263467
20.0 6.501532060654377 3.198489146002177 2.9426674254835006
10.0 6.24980195513301 3.829885323594221 2.568013583052156
20.0 6.498580737792797 3.260013805091566 2.8060101035737617
10.0 6.020053787639142 2.0828593076163866 0.9268291269961929
20.0 6.688530381689398 1.2134192210619443 0.7339893212243899
10.0 7.312418495447669 2.4784040205251285 3.3276575773267627
20.0 6.71047367556578 2.740908408399044 3.0832709087590433
10.0 6.138818348053816 2.441072493732496 1.82779106262754
20.0 5.958199536724244 2.131238016134002 1.3548189580129872
10.0 7.22279876006102 4.0549789179586 3.0090967117161003
20.0 7.091092088158823 4.160018823928335 2.884863220855261
10.0 6.507511020401715 4.084690979498482 3.3332309717589896
20.0 6.311578754021941 2.8647250200560066 3.2025883916510614
10.0 8.049025547756125 5.12136474578032 2.9849110434128283
20.0 8.766517999230992 4.088615029006296 2.8584584009779266
10.0 7.7785428607745475 4.262105120901196 3.177764811459189
20.0 5.839613609846352 5.031730337172774 2.797023969558362
10.0 5.572256698327852 4.877547855828915 1.893373023576274
20.0 5.915455935050661 4.686611005758879 1.823646431008099
10.0 7.7785428607745475 4.518412650684105 3.235828472129151
20.0 5.7858590858744146 5.20269218486273 3.5176535001528344
10.0 6.003130626019736 3.2022361122826517 1.4434980576146443
20.0 6.200383161038644 3.6214492624232792 1.0261931810328049
10.0 5.950743520599127 1.8982123535976398 1.8941647393181413
20.0 7.224808884558674 1.2154819916218318 1.5820712071664227
10.0 6.287047970958473 1.9710912585959086 2.088823408111507
20.0 6.450694646577719 1.3831491586924944 2.0732431185270244
10.0 5.399436444533732 3.8220424876185506 2.1448965208993673
20.0 7.801815981002945 3.6326527829795574 2.0505435676302044
10.0 7.7785428607745475 3.89799057253855 3.392260694068173
20.0 6.210093720403002 4.561439599096594 3.310976699583329
10.0 7.1816914371674825 4.532679988773272 3.033545196920795
20.0 7.140478427589221 3.504777343228253 3.233206218480891
10.0 7.7785428607745475 4.533465218204642 3.1462920299645463
20.0 6.163289858767064 1.8390998373197311 2.308692885254914
10.0 7.7785428607745475 4.351030187406226 3.1985245689483417
20.0 5.718535111002307 3.391071464513709 3.282281378058532
10.0 8.210382266161373 1.8171114405092048 2.104555472299859
20.0 6.632536794132654 5.9298432994728625 1.6809345342687285
10.0 6.970233842004457 3.4564211971375314 3.5353856420005076
20.0 6.609395297794424 3.9223599309331285 3.2155737061560803
10.0 7.7785428607745475 5.232262940015116 3.1770751521364775
20.0 8.036600887098663 3.740246253781113 2.795654897140951
10.0 9.953498287029847 5.335010673017834 3.862556475648833
20.0 5.495773217096964 3.672468114380414 3.4763751110068446
10.0 7.7785428607745475 2.7758255476366656 3.441130119124866
20.0 6.559887573620421 4.494075976540602 2.9843433663609917
10.0 7.7785428607745475 5.446978372950197 3.4155723069473063
20.0 7.884639459987763 5.275209704569044 3.266718371014772
10.0 5.619083811361667 2.99912382528371 1.6529183326376633
20.0 7.725449519455223 4.733724662535165 1.761193823531116
10.0 7.703892710920238 2.6399333957194444 1.8358683588611673
20.0 6.384070836131767 2.7355853954524854 1.7591162760965813
10.0 8.250609314464686 2.005259556859685 2.967139941843058
20.0 7.367195815817319 3.7784228299075555 2.8488326011100247
10.0 6.542286182619388 3.0327261123358076 2.189247835452815
20.0 5.87636039554345 3.164133476018104 1.9446584910015368
10.0 8.277367202102313 3.518148743456775 2.670645176066971
20.0 7.488984717227913 3.4840791914880653 2.2878575392692473
10.0 6.75389095702753 4.447187501768057 3.333670619434977
20.0 6.308064555654597 3.5234293672231365 3.139529601202369
10.0 7.7785428607745475 4.789776950281696 3.303741426587658
20.0 6.61226015536048 6.067171227542041 3.2649963588741993
10.0 5.456245596979475 3.8626690149779717 2.1851086031423663
20.0 7.563829233915051 2.59931826413118 2.0559168558465046
10.0 7.388508465366293 1.7439728775291041 2.450105794009122
20.0 5.028510256280489 2.2433541408783078 2.393782000611166
10.0 6.552658114828287 2.3564648267268598 2.137889531992825
20.0 6.7710541407977844 1.9776862879838764 2.800838635668851
10.0 5.811478232536958 3.553066888432992 2.5251806826567105
20.0 6.741433299186272 3.7824027460789416 2.7708581087741284
10.0 6.862245804624735 3.8485166702137024 2.7814426554488247
20.0 7.411261251926791 5.054891108206812 2.8077974384169724
10.0 7.20828667411039 4.65453903907028 3.874089355111149
20.0 6.524823155888612 2.4190735276408564 3.4830910839305247
10.0 7.1583156169792685 3.936464060274116 1.8083442425134229
20.0 7.313397526546874 3.0168425674950394 1.69068603806853
10.0 7.550067367174486 3.6683631224084023 1.3737988476931269
20.0 7.850308423597139 2.4257584722492767 1.5371293954050718
10.0 7.7785428607745475 7.358877063554663 3.2531577738182595
20.0 6.12942672435948 3.0140741435413503 1.5637224123034321
10.0 7.7785428607745475 3.5623770834159854 3.3062929191543766
20.0 8.172961215373181 2.4340839626632755 3.144664932957478
10.0 6.223767847316982 2.271844375854937 2.0760855951953348
20.0 6.832785128787221 4.2250338970463694 1.8210841312653978
10.0 6.512726038097875 3.774419756662154 2.365850123148121
20.0 6.453093002615903 3.361667044473364 2.3974949998222335
10.0 7.227706466810526 4.898695620068006 3.6172249990192924
20.0 6.18396500621386 4.69537841637381 3.5771735912046845
10.0 7.827743165292557 2.4978214837529826 3.650182503101533
20.0 6.417109593180253 3.2484394365223244 3.6752565241089674
10.0 6.69272027903162 2.5031995165028222 1.7703741386356595
20.0 5.187853046439851 2.077391075081432 1.5841407584771987
